date_of_demolition,locality,district,area,housing_units,people_left_homeless,minors_left_homeless,type_of_sturcture,reason_for_demolition
2021-12-28,Kh.Ibziq,Tubas,west-bank,1,6,4,Residental,Demolition on the pretext of unlawful construction
2021-12-28,Kh.Ibziq,Tubas,west-bank,4,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2021-12-28,Hablah,Qalqiliya,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2021-12-28,Hablah,Qalqiliya,west-bank,2,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2021-12-28,'Azzun 'Atmah,Qalqiliya,west-bank,1,0,0,Residental,Demolition on the pretext of unlawful construction
2021-12-28,'Azzun 'Atmah,Qalqiliya,west-bank,1,0,0,Residental,Demolition on the pretext of unlawful construction
2021-12-27,Hizma,al-Quds,west-bank,2,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2021-12-27,Hizma,al-Quds,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2021-12-27,Hizma,al-Quds,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2021-12-27,Hizma,al-Quds,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2021-12-27,Hizma,al-Quds,west-bank,3,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2021-12-27,Hizma,al-Quds,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2021-12-27,Hizma,al-Quds,west-bank,2,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2021-12-27,Hizma,al-Quds,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2021-12-27,Hizma,al-Quds,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2021-12-27,Hizma,al-Quds,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2021-12-22,al-Hijrah,Hebron,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2021-12-22,al-Hijrah,Hebron,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2021-12-21,Nahhalin,Bethlehem,west-bank,1,8,3,Residental,Demolition on the pretext of unlawful construction
2021-12-16,'Ein a-Duyuk a-Tahta,Jericho,west-bank,2,0,0,Residental,Demolition on the pretext of unlawful construction
2021-12-16,Bruqin,Salfit,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2021-12-13,Khalet al-Furn,Hebron,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2021-12-07,Nahhalin,Bethlehem,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2021-12-07,Nahhalin,Bethlehem,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2021-12-06,Zif,Hebron,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2021-12-06,al-Buweib,Hebron,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2021-12-06,Zif,Hebron,west-bank,1,0,0,Residental,Demolition on the pretext of unlawful construction
2021-12-05,Kh. Tana,Nablus,west-bank,1,5,3,Residental,Demolition on the pretext of unlawful construction
2021-12-05,Kh. Tana,Nablus,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2021-12-05,al-Khas,Bethlehem,west-bank,1,0,0,Residental,Demolition on the pretext of unlawful construction
2021-12-05,al-Khader,Bethlehem,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2021-12-05,al-Khader,Bethlehem,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2021-12-05,Kh. Humsah,Tubas,west-bank,1,0,0,Residental,Demolition on the pretext of unlawful construction
2021-12-05,Kh. Humsah,Tubas,west-bank,2,0,0,Residental,Demolition on the pretext of unlawful construction
2021-12-02,Kh. al-Markez,Hebron,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2021-12-02,Kh. al-Markez,Hebron,west-bank,1,5,3,Residental,Demolition on the pretext of unlawful construction
2021-12-02,Kh. al-Markez,Hebron,west-bank,1,7,3,Residental,Demolition on the pretext of unlawful construction
2021-12-02,Kh. al-Markez,Hebron,west-bank,1,1,0,Residental,Demolition on the pretext of unlawful construction
2021-12-02,Kh. al-Markez,Hebron,west-bank,1,4,2,Residental,Demolition on the pretext of unlawful construction
2021-12-01,Abu Dis,al-Quds,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2021-11-29,Nahhalin,Bethlehem,west-bank,1,0,0,Residental,Demolition on the pretext of unlawful construction
2021-11-29,Ni'lin,Ramallah and al-Bira,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2021-11-29,'Anata,al-Quds,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2021-11-28,Tammun,Tubas,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2021-11-23,Kh. Ma'in,Hebron,west-bank,1,0,0,Residental,Demolition on the pretext of unlawful construction
2021-11-23,'Ein Samia,Ramallah and al-Bira,west-bank,1,8,3,Residental,Demolition on the pretext of unlawful construction
2021-11-23,'Ein Samia,Ramallah and al-Bira,west-bank,2,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2021-11-23,a-Deirat,Hebron,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2021-11-23,'Asirah a-Shamaliyah,Nablus,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2021-11-23,al-Khas,Bethlehem,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2021-11-23,al-Khas,Bethlehem,west-bank,3,0,0,Residental,Demolition on the pretext of unlawful construction
2021-11-23,Ras a-Tin,Ramallah and al-Bira,west-bank,3,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2021-11-22,Badu a-Mu'arrajat,Ramallah and al-Bira,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2021-11-22,a-Nabi Elyas,Qalqiliya,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2021-11-21,a-Sawahrah a-Sharqiyah,al-Quds,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2021-11-21,a-Sawahrah a-Sharqiyah,al-Quds,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2021-11-17,a-Za'ayem,al-Quds,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2021-11-17,a-Za'ayem,al-Quds,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2021-11-16,Qalandia,al-Quds,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2021-11-16,Qalandia,al-Quds,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2021-11-16,Qalandia,al-Quds,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2021-11-16,Qalandia,al-Quds,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2021-11-15,Zif,Hebron,west-bank,1,0,0,Residental,Demolition on the pretext of unlawful construction
2021-11-15,Kh. Jamrurah,Hebron,west-bank,1,6,2,Residental,Demolition on the pretext of unlawful construction
2021-11-15,Salfit,Salfit,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2021-11-15,Kh. Jamrurah,Hebron,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2021-11-15,a-Rifa'iya,Hebron,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2021-11-15,Kh. Jamrurah,Hebron,west-bank,1,6,4,Residental,Demolition on the pretext of unlawful construction
2021-11-15,Salfit,Salfit,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2021-11-15,Kh. Jamrurah,Hebron,west-bank,1,5,3,Residental,Demolition on the pretext of unlawful construction
2021-11-10,Hebron,Hebron,west-bank,1,0,0,Residental,Demolition on the pretext of unlawful construction
2021-11-08,al-Khader,Bethlehem,west-bank,1,7,5,Residental,Demolition on the pretext of unlawful construction
2021-11-08,al-Khader,Bethlehem,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2021-11-08,'Arab a-Ramadin al-Janubi,Qalqiliya,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2021-11-07,Kh. Um al-Jamal,Tubas,west-bank,3,0,0,Residental,Demolition on the pretext of unlawful construction
2021-11-07,Far'a,Hebron,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2021-11-07,Far'a,Hebron,west-bank,1,7,2,Residental,Demolition on the pretext of unlawful construction
2021-11-07,Kh. Um al-Jamal,Tubas,west-bank,1,0,0,Residental,Demolition on the pretext of unlawful construction
2021-11-07,Tarqumya,Hebron,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2021-11-07,Tarqumya,Hebron,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2021-11-07,Tarqumya,Hebron,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2021-11-04,Duma,Nablus,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2021-11-04,Duma,Nablus,west-bank,3,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2021-11-03,Hizma,al-Quds,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2021-11-03,Hizma,al-Quds,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2021-11-03,Hizma,al-Quds,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2021-11-03,Hizma,al-Quds,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2021-11-03,Hizma,al-Quds,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2021-11-03,Burqah,Ramallah and al-Bira,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2021-11-03,Hizma,al-Quds,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2021-11-03,Hizma,al-Quds,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2021-11-03,al-Khalayleh,al-Quds,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2021-11-02,Huwarah,Nablus,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2021-11-02,al-Jawaya,Hebron,west-bank,2,15,7,Residental,Demolition on the pretext of unlawful construction
2021-11-01,a-Sawiyah,Nablus,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2021-11-01,'Ein al-Meyteh,Tubas,west-bank,1,9,7,Residental,Demolition on the pretext of unlawful construction
2021-11-01,'Ein al-Meyteh,Tubas,west-bank,7,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2021-10-26,Ni'lin,Ramallah and al-Bira,west-bank,4,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2021-10-25,al-Mufaqarah,Hebron,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2021-10-25,Hamam al-Maleh,Tubas,west-bank,3,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2021-10-24,Kh. Khilet a-Dabe',Hebron,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2021-10-20,Khallet al-Louza,Bethlehem,west-bank,1,0,0,Residental,Demolition on the pretext of unlawful construction
2021-10-20,Khallet al-Louza,Bethlehem,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2021-10-19,Ya'bad,Jenin,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2021-10-18,Tayasir,Tubas,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2021-10-18,Sikkah,Hebron,west-bank,1,0,0,Residental,Demolition on the pretext of unlawful construction
2021-10-18,Farsh al-Hawa,Hebron,west-bank,1,0,0,Residental,Demolition on the pretext of unlawful construction
2021-10-14,a-Ram,al-Quds,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2021-10-14,Ras a-Tin,Ramallah and al-Bira,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2021-10-14,Ras a-Tin,Ramallah and al-Bira,west-bank,1,0,0,Residental,Demolition on the pretext of unlawful construction
2021-10-14,Ras a-Tin,Ramallah and al-Bira,west-bank,1,0,0,Residental,Demolition on the pretext of unlawful construction
2021-10-14,Ras a-Tin,Ramallah and al-Bira,west-bank,1,0,0,Residental,Demolition on the pretext of unlawful construction
2021-10-14,Ras a-Tin,Ramallah and al-Bira,west-bank,2,0,0,Residental,Demolition on the pretext of unlawful construction
2021-10-14,Ras a-Tin,Ramallah and al-Bira,west-bank,1,0,0,Residental,Demolition on the pretext of unlawful construction
2021-10-13,Haris,Salfit,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2021-10-12,Abu a-Nuwar,al-Quds,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2021-10-07,a-Za'ayem,al-Quds,west-bank,1,2,0,Residental,Demolition on the pretext of unlawful construction
2021-10-07,a-Za'ayem,al-Quds,west-bank,1,2,0,Residental,Demolition on the pretext of unlawful construction
2021-10-06,al-Karmel,Hebron,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2021-09-02,Jaba',al-Quds,west-bank,1,0,0,Residental,Demolition on the pretext of unlawful construction
2021-09-01,al-Fureidis,Bethlehem,west-bank,1,0,0,Residental,Demolition on the pretext of unlawful construction
2021-09-01,Duma,Nablus,west-bank,5,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2021-09-01,Duma,Nablus,west-bank,3,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2021-08-31,Kh.Ibziq,Tubas,west-bank,1,0,0,Residental,Demolition on the pretext of unlawful construction
2021-08-31,Harmalah,Bethlehem,west-bank,1,10,6,Residental,Demolition on the pretext of unlawful construction
2021-08-31,Kh.Ibziq,Tubas,west-bank,1,0,0,Residental,Demolition on the pretext of unlawful construction
2021-08-31,Kh.Ibziq,Tubas,west-bank,3,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2021-08-31,Kh.Ibziq,Tubas,west-bank,3,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2021-08-25,Hebron,Hebron,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2021-08-25,Khalet al-Furn,Hebron,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2021-08-25,Deir al-Ghusun,Tulkarm,west-bank,2,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2021-08-24,Kh. a-Rahwah,Hebron,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2021-08-24,Kh. a-Rahwah,Hebron,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2021-08-24,Kh. a-Rahwah,Hebron,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2021-08-24,Kh. a-Rahwah,Hebron,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2021-08-23,Sabastiya,Nablus,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2021-08-18,Ya'bad,Jenin,west-bank,1,0,0,Non Resedential,Demolition for alleged military purposes
2021-08-18,Farasin,Jenin,west-bank,2,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2021-08-17,Qabalan,Nablus,west-bank,1,0,0,Residental,Demolition on the pretext of unlawful construction
2021-08-16,Hizma,al-Quds,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2021-08-16,Deir Ballut,Salfit,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2021-08-16,Kh. 'Atuf,Tubas,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2021-08-16,Kh. 'Atuf,Tubas,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2021-08-11,a-Lubban a-Sharqiyah,Nablus,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2021-08-10,Kh. al-Fakhit,Hebron,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2021-08-10,Kh. al-Fakhit,Hebron,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2021-08-10,Kh. Khilet a-Dabe',Hebron,west-bank,1,11,6,Residental,Demolition on the pretext of unlawful construction
2021-08-09,'Araba,Jenin,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2021-08-09,Ya'bad,Jenin,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2021-08-09,Ya'bad,Jenin,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2021-08-09,Ya'bad,Jenin,west-bank,3,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2021-08-09,Ya'bad,Jenin,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2021-08-04,Sa'ir,Hebron,west-bank,1,0,0,Residental,Demolition on the pretext of unlawful construction
2021-08-04,Kh.Ibziq,Tubas,west-bank,1,9,7,Residental,Demolition on the pretext of unlawful construction
2021-08-04,Badu a-Mu'arrajat,Ramallah and al-Bira,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2021-08-04,Badu a-Mu'arrajat,Ramallah and al-Bira,west-bank,2,0,0,Residental,Demolition on the pretext of unlawful construction
2021-08-04,Badu a-Mu'arrajat,Ramallah and al-Bira,west-bank,4,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2021-08-04,Badu a-Mu'arrajat,Ramallah and al-Bira,west-bank,1,17,8,Residental,Demolition on the pretext of unlawful construction
2021-08-04,Hizma,al-Quds,west-bank,2,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2021-08-04,Hizma,al-Quds,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2021-08-04,Hizma,al-Quds,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2021-08-04,Hizma,al-Quds,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2021-08-04,Hizma,al-Quds,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2021-08-04,Hizma,al-Quds,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2021-08-04,Hizma,al-Quds,west-bank,2,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2021-08-04,Hizma,al-Quds,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2021-08-04,Hizma,al-Quds,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2021-08-04,Hizma,al-Quds,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2021-08-04,Hizma,al-Quds,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2021-08-04,Hizma,al-Quds,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2021-08-04,Hizma,al-Quds,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2021-08-04,Sa'ir,Hebron,west-bank,1,0,0,Residental,Demolition on the pretext of unlawful construction
2021-08-04,Kh.Ibziq,Tubas,west-bank,3,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2021-08-04,Kh.Ibziq,Tubas,west-bank,2,10,6,Residental,Demolition on the pretext of unlawful construction
2021-08-04,Kh.Ibziq,Tubas,west-bank,4,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2021-08-04,Kh.Ibziq,Tubas,west-bank,3,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2021-08-04,al-Mukasar,Tubas,west-bank,3,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2021-08-04,Kh.Ibziq,Tubas,west-bank,1,6,4,Residental,Demolition on the pretext of unlawful construction
2021-08-03,Sabastiya,Nablus,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2021-08-03,Sa'ir,Hebron,west-bank,1,9,4,Residental,Demolition on the pretext of unlawful construction
2021-08-03,Wadi Rahhal,Bethlehem,west-bank,2,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2021-07-26,a-Sheikh Sa'ed,al-Quds,west-bank,1,0,0,Residental,Demolition on the pretext of unlawful construction
2021-07-26,a-Lubban al-Gharbiyah,Ramallah and al-Bira,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2021-07-26,a-Lubban al-Gharbiyah,Ramallah and al-Bira,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2021-07-26,a-Lubban al-Gharbiyah,Ramallah and al-Bira,west-bank,3,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2021-07-15,Kh. Humsah,Tubas,west-bank,1,0,0,Residental,Demolition on the pretext of unlawful construction
2021-07-14,a-Nabi Samwil,Ramallah and al-Bira,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2021-07-14,Furush Beit Dajan,Nablus,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2021-07-14,al-Mughayir,Ramallah and al-Bira,west-bank,5,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2021-07-14,al-Mughayir,Ramallah and al-Bira,west-bank,1,3,1,Residental,Demolition on the pretext of unlawful construction
2021-07-14,al-Mughayir,Ramallah and al-Bira,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2021-07-14,al-Mughayir,Ramallah and al-Bira,west-bank,1,4,2,Residental,Demolition on the pretext of unlawful construction
2021-07-14,al-Mughayir,Ramallah and al-Bira,west-bank,1,3,1,Residental,Demolition on the pretext of unlawful construction
2021-07-14,al-Mughayir,Ramallah and al-Bira,west-bank,1,4,2,Residental,Demolition on the pretext of unlawful construction
2021-07-14,al-Mughayir,Ramallah and al-Bira,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2021-07-14,al-Mughayir,Ramallah and al-Bira,west-bank,1,8,6,Residental,Demolition on the pretext of unlawful construction
2021-07-14,al-Mughayir,Ramallah and al-Bira,west-bank,2,4,1,Residental,Demolition on the pretext of unlawful construction
2021-07-14,al-Mughayir,Ramallah and al-Bira,west-bank,2,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2021-07-14,al-Mughayir,Ramallah and al-Bira,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2021-07-14,al-Mughayir,Ramallah and al-Bira,west-bank,1,7,5,Residental,Demolition on the pretext of unlawful construction
2021-07-14,al-Mughayir,Ramallah and al-Bira,west-bank,1,7,5,Residental,Demolition on the pretext of unlawful construction
2021-07-14,al-Mughayir,Ramallah and al-Bira,west-bank,3,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2021-07-14,al-Mughayir,Ramallah and al-Bira,west-bank,1,12,7,Residental,Demolition on the pretext of unlawful construction
2021-07-14,al-Mughayir,Ramallah and al-Bira,west-bank,2,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2021-07-14,al-Mughayir,Ramallah and al-Bira,west-bank,2,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2021-07-14,al-Mughayir,Ramallah and al-Bira,west-bank,2,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2021-07-14,al-Mughayir,Ramallah and al-Bira,west-bank,1,9,7,Residental,Demolition on the pretext of unlawful construction
2021-07-14,al-Mughayir,Ramallah and al-Bira,west-bank,2,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2021-07-14,al-Mughayir,Ramallah and al-Bira,west-bank,1,9,6,Residental,Demolition on the pretext of unlawful construction
2021-07-14,al-Mughayir,Ramallah and al-Bira,west-bank,2,10,8,Residental,Demolition on the pretext of unlawful construction
2021-07-14,al-Mughayir,Ramallah and al-Bira,west-bank,1,3,1,Residental,Demolition on the pretext of unlawful construction
2021-07-13,Qusrah,Nablus,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2021-07-13,Qusrah,Nablus,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2021-07-13,Qusrah,Nablus,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2021-07-12,Kh. Qusah,Hebron,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2021-07-12,Bani Na'im,Hebron,west-bank,4,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2021-07-12,Haris,Salfit,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2021-07-12,Haris,Salfit,west-bank,3,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2021-07-12,Bardalah,Tubas,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2021-07-08,Turmusaya,Ramallah and al-Bira,west-bank,1,7,2,Residental,Demolition of houses as punishment
2021-07-07,Kh. Humsah,Tubas,west-bank,1,0,0,Residental,Demolition on the pretext of unlawful construction
2021-07-07,Kh. Humsah,Tubas,west-bank,2,0,0,Residental,Demolition on the pretext of unlawful construction
2021-07-07,Kh. Humsah,Tubas,west-bank,4,0,0,Residental,Demolition on the pretext of unlawful construction
2021-07-07,Kh. Humsah,Tubas,west-bank,4,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2021-07-07,Kh. Humsah,Tubas,west-bank,1,0,0,Residental,Demolition on the pretext of unlawful construction
2021-07-07,Kh. Humsah,Tubas,west-bank,2,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2021-07-07,Kh. Humsah,Tubas,west-bank,1,0,0,Residental,Demolition on the pretext of unlawful construction
2021-07-07,Kh. Humsah,Tubas,west-bank,2,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2021-07-07,Kh. Humsah,Tubas,west-bank,2,0,0,Residental,Demolition on the pretext of unlawful construction
2021-07-07,Kh. Humsah,Tubas,west-bank,2,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2021-07-07,Kh. Humsah,Tubas,west-bank,2,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2021-07-07,Kh. Humsah,Tubas,west-bank,2,0,0,Residental,Demolition on the pretext of unlawful construction
2021-07-07,Kh. Humsah,Tubas,west-bank,2,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2021-07-07,Kh. Humsah,Tubas,west-bank,2,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2021-07-07,Kh. Humsah,Tubas,west-bank,2,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2021-07-07,Kh. Humsah,Tubas,west-bank,5,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2021-07-06,al-Jawaya,Hebron,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2021-06-30,Bruqin,Salfit,west-bank,1,0,0,Residental,Demolition on the pretext of unlawful construction
2021-06-24,Badu a-Mu'arrajat,Ramallah and al-Bira,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2021-06-24,'Anata,al-Quds,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2021-06-24,'Anata,al-Quds,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2021-06-23,Masafer Yatta,Hebron,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2021-06-22,Burqah,Ramallah and al-Bira,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2021-06-22,Burqah,Ramallah and al-Bira,west-bank,3,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2021-06-21,al-Muntar,al-Quds,west-bank,1,4,2,Residental,Demolition on the pretext of unlawful construction
2021-06-21,al-Muntar,al-Quds,west-bank,1,2,0,Residental,Demolition on the pretext of unlawful construction
2021-06-17,Halhul,Hebron,west-bank,1,14,7,Residental,Demolition on the pretext of unlawful construction
2021-06-17,Halhul,Hebron,west-bank,2,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2021-06-17,Jinsafut,Qalqiliya,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
